108345	1
101973	1
100097	2
102335	1
102201	2
107888	3
104605	1
106606	2
102781	1
103211	1
107241	3
101575	3
108328	2
105071	1
108011	1
101492	3
109280	3
109990	1
104998	1
103254	1
107260	3
106985	2
107171	2
100213	1
103054	3
102578	3
102748	2
103691	1
109371	1
102468	3
104411	2
105767	2
101470	2
106674	1
100754	2
109263	3
104338	3
109493	1
107729	1
100806	1
106057	1
102046	3
105430	3
100475	3
105631	2
106115	2
105907	3
103179	1
101043	2
105149	3
103938	1
104457	3
103381	1
100289	1
109641	3
108125	3
108928	1
106233	3
105716	3
109537	3
104310	2
108427	1
102965	3
100416	1
109024	3
106329	3
109823	2
104169	1
107423	2
107898	1
103807	1
101926	3
101860	1
105393	1
107282	1
105732	3
103632	3
106823	3
109027	1
106781	3
107253	1
108990	1
108412	2
106064	3
107212	2
106583	3
108493	3
104057	1
104047	1
106216	3
107367	1
100805	1
105711	3
107581	1
105480	3
107595	2
100249	2
104066	3
103391	2
101969	2
100572	2
108194	1
102416	1
101284	1
100659	1
106715	1
109723	3
107821	1
101034	3
103830	1
104689	1
109212	1
107392	1
100728	3
104587	3
102556	3
101696	1
104282	1
109509	2
101529	2
102625	1
106418	3
108377	3
101451	1
101722	2
106014	3
106666	2
106769	3
109642	1
109397	3
101469	3
102013	1
100944	3
105121	1
109126	1
102747	1
103597	3
106389	3
108087	1
102954	2
109023	1
100493	2
106212	1
102165	3
108582	2
100516	2
109835	2
100101	1
103915	2
107215	2
103573	1
107120	3
105264	2
101752	1
100786	1
104601	2
103335	3
108959	1
102740	1
104322	1
106598	2
108292	1
107494	3
109062	1
108497	3
108012	2
107454	2
102081	1
108817	2
100142	2
101740	1
108466	3
105493	1
105659	1
109619	3
102693	3
101819	1
109745	1
106812	1
107526	2
104681	3
103120	3
101498	2
109411	3
107988	1
109813	1
105905	1
100762	3
106011	2
105765	1
100841	2
105337	3
100427	1
100821	1
108770	1
106679	1
103718	1
102951	3
106207	1
100641	3
100250	2
108591	1
100856	1
103816	2
104164	3
105754	3
107238	3
107836	3
105043	1
103526	1
106732	3
102467	2
109217	2
108232	2
100778	2
108676	3
104770	3
105632	1
102654	2
103697	1
103185	3
103852	2
103500	2
103893	1
105233	1
100967	1
104326	2
103330	3
100449	1
106372	1
104677	3
102508	3
105316	3
109635	1
102314	1
104493	2
101989	1
109606	1
103225	3
101914	3
109302	1
102630	3
101694	2
100087	3
108408	1
107510	3
103546	3
101416	1
108701	2
106165	1
103922	2
109705	1
100421	1
102974	1
102025	2
106368	3
104533	3
101174	2
105420	1
102937	1
104946	1
105999	2
102309	2
106299	1
100700	1
101363	2
106691	3
105781	1
104650	1
101338	2
109943	1
103339	3
106195	1
103715	2
102732	2
104402	2
100143	3
100666	3
105267	3
108458	1
105776	1
107289	1
105813	2
102351	1
108956	3
104319	3
105897	1
103051	2
104871	3
100623	2
100047	1
104704	2
108170	1
106707	2
102078	2
107310	2
106159	3
106016	1
102981	1
101230	1
109459	2
103258	2
107028	2
104797	2
105819	1
104671	3
100765	1
100256	1
104212	3
108680	1
100907	2
106594	1
106416	3
104939	1
104143	1
103278	2
100937	1
104407	2
102998	3
102072	1
101370	3
103711	3
105764	2
103108	1
108630	1
104321	2
101699	1
108747	1
102378	1
100088	2
102997	3
108784	2
109060	1
109632	2
100667	3
104546	1
101110	1
102550	3
103811	2
105486	2
109484	2
101102	2
101209	3
102343	2
106289	1
103663	3
100296	2
101955	3
100103	2
103999	1
106576	1
105481	2
100668	3
103992	2
103875	3
105025	3
107348	2
101065	3
105902	2
109439	1
103642	1
102996	3
109189	2
109598	2
107205	3
107209	3
105214	2
104298	2
105475	1
109887	1
101536	1
105748	1
106447	1
100560	2
105852	2
108693	3
101581	3
100718	2
107431	3
104646	3
100877	1
106974	1
106384	3
106956	3
100733	1
108922	1
100793	2
101917	1
104514	2
104775	1
107761	1
101003	1
102040	3
105090	3
100732	3
109571	3
103541	2
105094	2
106688	1
108235	2
108460	1
100243	2
105029	3
106522	2
100982	2
100167	1
103604	3
109904	2
104089	3
105230	3
100356	3
108293	1
102287	2
103966	3
102852	2
105923	1
102353	2
107169	1
106580	3
108296	1
108508	1
103091	2
109860	1
109791	1
107601	3
106741	1
101420	2
101910	1
103188	3
102842	1
108951	3
109712	1
105950	1
108568	1
104976	1
109681	2
108143	3
104516	1
101813	3
104661	3
100113	3
101769	3
101306	2
101224	1
109470	3
102170	3
108779	1
101139	2
104593	1
105730	2
109323	2
101817	3
106807	1
100987	2
104707	2
108256	3
102739	2
105321	1
108926	3
106534	1
107358	2
109609	1
106540	3
107721	2
108955	3
100792	2
107156	2
106886	1
100148	3
100935	3
103680	3
103132	1
104512	1
104839	1
105942	1
108921	1
108383	2
105856	1
101317	2
107125	2
105119	2
108238	2
105707	3
109032	3
107787	1
107892	2
104111	1
106486	1
109143	1
109767	1
100636	1
100267	1
104766	1
109039	3
104817	3
101965	3
101767	1
107973	1
103473	2
107850	1
103176	1
102584	3
101000	1
100865	3
104354	2
100100	2
106172	2
105828	1
108647	1
102972	2
106224	2
107509	2
109424	2
101994	1
106839	1
105425	1
108728	2
103705	1
102471	1
105969	1
104581	3
108763	1
106553	2
104603	3
100527	3
104924	2
104906	3
103109	3
102626	3
107976	1
104604	2
109625	2
107280	2
103265	2
105089	1
107363	3
102902	3
101027	2
103712	3
103451	2
101120	2
101440	3
102527	2
105009	1
107693	3
102602	1
109230	3
100083	1
105526	2
105938	3
103754	1
102135	3
109068	3
108454	3
100566	1
102245	1
103345	2
101946	1
104342	1
107249	2
103155	1
107224	1
100707	2
101979	2
109351	1
106617	2
102097	2
103236	2
109967	2
105148	1
107782	2
100489	3
102481	2
102686	1
108830	3
101966	3
106197	2
103232	1
100722	1
105441	2
108137	3
106874	2
107433	2
100539	2
108943	2
102280	2
104141	1
100795	1
108337	3
103906	1
103151	1
104763	2
104184	2
103809	1
109842	1
103739	1
101359	1
109787	2
109808	1
105505	1
106006	1
103010	3
105125	1
101066	1
102391	1
103614	2
101556	1
107574	1
103294	1
107781	1
106731	1
105174	2
109952	1
109454	3
102909	1
105179	1
100132	3
101985	2
105227	1
104340	2
100188	3
106229	2
106697	1
107970	1
106414	1
106235	3
105394	3
109318	3
107370	1
104323	3
107996	1
105016	1
102805	3
106914	1
103497	1
109322	2
106031	1
101553	3
100438	1
101953	1
104799	3
104994	3
105611	3
100386	1
105888	2
106998	2
104598	1
107109	2
100640	1
106614	3
106360	2
102984	3
102420	1
109631	3
101294	3
103398	2
106537	1
102491	3
101626	3
103037	2
107922	3
100931	3
105150	3
103774	3
103452	3
106326	2
107359	2
108409	1
106712	1
108745	3
100189	2
101310	2
106348	1
101227	1
109304	1
103679	1
105770	3
106205	1
109226	1
102537	1
101283	3
102019	1
104471	1
109054	1
109566	3
100696	3
109078	2
109594	1
105326	2
103968	2
107228	3
109092	1
101558	2
105677	3
100748	2
100542	1
108989	1
107300	3
100433	3
102263	2
102671	2
106455	2
104254	1
104723	3
106432	2
109684	3
106438	2
107731	1
103883	1
105918	1
101621	3
107564	2
103479	2
102106	1
108707	3
109884	2
103296	3
101784	2
105075	2
104945	1
109735	2
105550	3
107680	3
106363	3
107210	3
105032	1
102659	3
105808	1
105022	3
105733	2
100777	2
105055	1
101286	2
105372	2
105270	1
105853	1
106802	3
108718	1
102592	1
102549	3
106305	2
109622	2
100411	3
104312	1
100586	2
100383	1
102509	1
108642	2
107625	2
103849	1
105687	3
100676	2
105414	3
108484	1
107022	3
103036	3
103277	1
107266	1
102750	1
102119	1
104544	1
103854	3
102344	1
102778	3
108131	1
102151	1
102320	3
103411	2
109965	3
107665	3
100330	3
108398	3
109639	2
101390	1
102552	3
108987	2
101104	2
108525	2
100094	2
103611	3
103563	1
102617	2
107553	3
108244	1
109572	1
104223	2
105743	1
109753	1
109429	2
103512	2
102515	1
107747	3
106036	1
105123	2
108998	1
106624	2
102915	3
105939	2
102434	1
108422	1
104358	1
102603	2
100412	3
108881	3
102250	1
101866	2
102759	3
101330	3
103735	2
107717	2
106820	1
109999	1
100314	3
103745	3
104899	1
104204	2
101631	1
100418	1
107960	1
103616	2
105330	1
104978	1
104829	1
101757	1
105684	3
100160	2
104679	1
100610	3
104156	1
101044	3
103521	1
105581	1
107194	2
100949	2
108873	2
102474	2
109419	2
107234	1
103379	1
105499	1
106393	2
105588	2
107983	1
103173	1
108502	3
106923	1
106954	2
104848	1
106202	2
105192	1
106102	2
100796	1
104244	1
105980	1
100237	1
100247	1
108207	3
101024	2
104202	1
100387	2
100280	1
109633	1
101354	1
108739	1
106563	1
104571	3
106186	3
108394	3
108923	1
104459	1
103449	2
107990	3
106071	3
109540	3
105829	3
106929	2
105334	3
108992	1
104686	3
106680	1
105968	1
100060	3
103129	1
109623	2
106763	3
101008	3
103681	2
101378	2
104007	1
104199	1
101911	3
102688	2
104990	2
109972	2
108161	2
108168	2
108098	2
106267	2
103891	1
107986	2
104542	1
105472	3
104070	1
100631	2
108320	1
109344	3
101076	2
101362	2
107338	2
100210	3
105868	2
108641	3
109875	2
106723	2
103635	1
107335	3
106050	2
103881	3
108942	1
106111	2
105308	2
107477	1
102594	2
107549	2
106784	1
102840	3
109520	3
103927	2
102714	2
104174	3
108471	1
108952	1
105679	2
104802	2
109123	3
109282	2
108473	3
106390	1
108904	1
101534	2
109113	3
103392	1
106920	2
106190	2
100008	2
101933	2
109246	1
109533	1
103590	1
106152	2
100157	2
105288	2
108934	1
106961	1
101332	2
106052	1
103288	3
105729	1
101206	3
108031	3
103369	2
108697	2
102123	1
105738	2
105547	3
103805	3
102975	1
101744	1
104394	1
101236	2
104809	3
103542	2
103954	3
107862	1
107087	1
102822	3
106626	3
109676	3
108635	1
